module_id,id,name,shortdescription,description,content,studycredit,location,contact_id,level,learningoutcomes,module_tags,interests_match_score,popularity_score,estimated_difficulty,available_spots,start_date,combined_text,studycredit_normalized,interests_match_score_normalized,popularity_score_normalized,estimated_difficulty_normalized,available_spots_normalized,cluster
175,361,Infectiepreventie (BML),"Tijdens deze module van infectiepreventie verwerf en ontwikkel je kennis, inzicht, vaardigheden en attitude betreffende infectieziekten, microbiologie, immunologie, epidemiologie en preventieve maatregelen. Tijdens deze module van infectiepreventie verwerf en ontwikkel je kennis, inzicht, vaardigheden en attitude betreffende infectieziekten, microbiologie, immunologie, epidemiologie en preventieve maatregelen.","Tijdens deze module van infectiepreventie verwerf en ontwikkel je kennis, inzicht, vaardigheden en attitude betreffende infectieziekten, microbiologie, immunologie, epidemiologie en preventieve maatregelen.","Tijdens deze module van infectiepreventie verwerf en ontwikkel je kennis, inzicht, vaardigheden en attitude betreffende infectieziekten, microbiologie, immunologie, epidemiologie en preventieve maatregelen.",15,Breda,101,NLQF5,"Kritisch denken, theoretische kennis over  (internationaal) strafrecht en criminologie, argumenteren, technisch Engels schrijven, begrip voor gedragingen,  forensische (chemische/biologische) kennis toepassen op casus in project","['tijdens', 'module', 'infectiepreventie', 'verwerf', 'ontwikkel', 'kennis', 'inzicht', 'vaardigheden', 'attitude', 'betreffende', 'infectieziekten', 'microbiologie', 'immunologie', 'epidemiologie', 'preventieve', 'maatregelen', 'tijdens', 'module', 'infectiepreventie', 'verwerf', 'ontwikkel', 'kennis', 'inzicht', 'vaardigheden', 'attitude', 'betreffende', 'infectieziekten', 'microbiologie', 'immunologie', 'epidemiologie', 'preventieve', 'maatregelen']",0.72,56,4,34,2025-12-01,"infectiepreventie (bml) tijdens deze module van infectiepreventie verwerf en ontwikkel je kennis, inzicht, vaardigheden en attitude betreffende infectieziekten, microbiologie, immunologie, epidemiologie en preventieve maatregelen. tijdens deze module van infectiepreventie verwerf en ontwikkel je kennis, inzicht, vaardigheden en attitude betreffende infectieziekten, microbiologie, immunologie, epidemiologie en preventieve maatregelen. tijdens deze module van infectiepreventie verwerf en ontwikkel je kennis, inzicht, vaardigheden en attitude betreffende infectieziekten, microbiologie, immunologie, epidemiologie en preventieve maatregelen. tijdens deze module van infectiepreventie verwerf en ontwikkel je kennis, inzicht, vaardigheden en attitude betreffende infectieziekten, microbiologie, immunologie, epidemiologie en preventieve maatregelen. ['tijdens', 'module', 'infectiepreventie', 'verwerf', 'ontwikkel', 'kennis', 'inzicht', 'vaardigheden', 'attitude', 'betreffende', 'infectieziekten', 'microbiologie', 'immunologie', 'epidemiologie', 'preventieve', 'maatregelen', 'tijdens', 'module', 'infectiepreventie', 'verwerf', 'ontwikkel', 'kennis', 'inzicht', 'vaardigheden', 'attitude', 'betreffende', 'infectieziekten', 'microbiologie', 'immunologie', 'epidemiologie', 'preventieve', 'maatregelen']",0.0,0.6562500000000002,0.09387755102040818,0.75,0.23333333333333334,1
176,362,Bioinformatica,"Bioinformatics is a combination of life science and informatics. It always involves programming and data handling, knowledge of Linux besides Windows, several applications and software packages to handle and visualize data, and, perhaps most importantly, communication between biologists and scientific programmers. In this field, you can work with DNA sequences in comparative genomics and Phylogenetics, RNA expression in transcriptomics research, amino acid sequences in 3D proteomics and structural or functional genomics, or even systems biology or epi-genomics. Bioinformatics is a combination of life science and informatics. It always involves programming and data handling, knowledge of Linux besides Windows, several applications and software packages to handle and visualize data, and, perhaps most importantly, communication between biologists and scientific programmers. In this field, you can work with DNA sequences in comparative genomics and Phylogenetics, RNA expression in transcriptomics research, amino acid sequences in 3D proteomics and structural or functional genomics, or even systems biology or epi-genomics.","Bioinformatics is a combination of life science and informatics. It always involves programming and data handling, knowledge of Linux besides Windows, several applications and software packages to handle and visualize data, and, perhaps most importantly, communication between biologists and scientific programmers. In this field, you can work with DNA sequences in comparative genomics and Phylogenetics, RNA expression in transcriptomics research, amino acid sequences in 3D proteomics and structural or functional genomics, or even systems biology or epi-genomics.","Bioinformatics is a combination of life science and informatics. It always involves programming and data handling, knowledge of Linux besides Windows, several applications and software packages to handle and visualize data, and, perhaps most importantly, communication between biologists and scientific programmers. In this field, you can work with DNA sequences in comparative genomics and Phylogenetics, RNA expression in transcriptomics research, amino acid sequences in 3D proteomics and structural or functional genomics, or even systems biology or epi-genomics.",15,Breda,101,NLQF5,"Student leert een ""virtual screening"" op te zetten en deze statistisch te analyseren. Ze leren hits te optimaliseren m.b.v. software, een syntheseroute op te stellen m.b.v. software, deze synthese uit te voeren in het lab en tot slot de biofysische experimenten uit te voeren.","['bioinformatics', 'combination', 'life', 'science', 'and', 'informatics', 'always', 'involves', 'programming', 'and', 'data', 'handling', 'knowledge', 'linux', 'besides', 'windows', 'several', 'applications', 'and', 'software', 'packages', 'handle', 'and', 'visualize', 'data', 'and', 'perhaps', 'most', 'importantly', 'communication', 'between', 'biologists', 'and', 'scientific', 'programmers', 'this', 'field', 'you', 'can', 'work', 'with', 'dna', 'sequences', 'comparative', 'genomics', 'and', 'phylogenetics', 'rna', 'expression', 'transcriptomics', 'research', 'amino', 'acid', 'sequences', 'proteomics', 'and', 'structural', 'functional', 'genomics', 'even', 'systems', 'biology', 'epi', 'genomics', 'bioinformatics', 'combination', 'life', 'science', 'and', 'informatics', 'always', 'involves', 'programming', 'and', 'data', 'handling', 'knowledge', 'linux', 'besides', 'windows', 'several', 'applications', 'and', 'software', 'packages', 'handle', 'and', 'visualize', 'data', 'and', 'perhaps', 'most', 'importantly', 'communication', 'between', 'biologists', 'and', 'scientific', 'programmers', 'this', 'field', 'you', 'can', 'work', 'with', 'dna', 'sequences', 'comparative', 'genomics', 'and', 'phylogenetics', 'rna', 'expression', 'transcriptomics', 'research', 'amino', 'acid', 'sequences', 'proteomics', 'and', 'structural', 'functional', 'genomics', 'even', 'systems', 'biology', 'epi', 'genomics']",0.41,364,4,46,2025-11-14,"bioinformatica bioinformatics is a combination of life science and informatics. it always involves programming and data handling, knowledge of linux besides windows, several applications and software packages to handle and visualize data, and, perhaps most importantly, communication between biologists and scientific programmers. in this field, you can work with dna sequences in comparative genomics and phylogenetics, rna expression in transcriptomics research, amino acid sequences in 3d proteomics and structural or functional genomics, or even systems biology or epi-genomics. bioinformatics is a combination of life science and informatics. it always involves programming and data handling, knowledge of linux besides windows, several applications and software packages to handle and visualize data, and, perhaps most importantly, communication between biologists and scientific programmers. in this field, you can work with dna sequences in comparative genomics and phylogenetics, rna expression in transcriptomics research, amino acid sequences in 3d proteomics and structural or functional genomics, or even systems biology or epi-genomics. bioinformatics is a combination of life science and informatics. it always involves programming and data handling, knowledge of linux besides windows, several applications and software packages to handle and visualize data, and, perhaps most importantly, communication between biologists and scientific programmers. in this field, you can work with dna sequences in comparative genomics and phylogenetics, rna expression in transcriptomics research, amino acid sequences in 3d proteomics and structural or functional genomics, or even systems biology or epi-genomics. bioinformatics is a combination of life science and informatics. it always involves programming and data handling, knowledge of linux besides windows, several applications and software packages to handle and visualize data, and, perhaps most importantly, communication between biologists and scientific programmers. in this field, you can work with dna sequences in comparative genomics and phylogenetics, rna expression in transcriptomics research, amino acid sequences in 3d proteomics and structural or functional genomics, or even systems biology or epi-genomics. ['bioinformatics', 'combination', 'life', 'science', 'and', 'informatics', 'always', 'involves', 'programming', 'and', 'data', 'handling', 'knowledge', 'linux', 'besides', 'windows', 'several', 'applications', 'and', 'software', 'packages', 'handle', 'and', 'visualize', 'data', 'and', 'perhaps', 'most', 'importantly', 'communication', 'between', 'biologists', 'and', 'scientific', 'programmers', 'this', 'field', 'you', 'can', 'work', 'with', 'dna', 'sequences', 'comparative', 'genomics', 'and', 'phylogenetics', 'rna', 'expression', 'transcriptomics', 'research', 'amino', 'acid', 'sequences', 'proteomics', 'and', 'structural', 'functional', 'genomics', 'even', 'systems', 'biology', 'epi', 'genomics', 'bioinformatics', 'combination', 'life', 'science', 'and', 'informatics', 'always', 'involves', 'programming', 'and', 'data', 'handling', 'knowledge', 'linux', 'besides', 'windows', 'several', 'applications', 'and', 'software', 'packages', 'handle', 'and', 'visualize', 'data', 'and', 'perhaps', 'most', 'importantly', 'communication', 'between', 'biologists', 'and', 'scientific', 'programmers', 'this', 'field', 'you', 'can', 'work', 'with', 'dna', 'sequences', 'comparative', 'genomics', 'and', 'phylogenetics', 'rna', 'expression', 'transcriptomics', 'research', 'amino', 'acid', 'sequences', 'proteomics', 'and', 'structural', 'functional', 'genomics', 'even', 'systems', 'biology', 'epi', 'genomics']",0.0,0.17187499999999994,0.7224489795918367,0.75,0.4333333333333333,4
177,363,Introductie in fundamenteel en toegepast onderzoek.,"actuele casussen , studenten maken kennis met fundamenteel en toegepast onderzoek in biologie/medisch vraagstukken actuele casussen , studenten maken kennis met fundamenteel en toegepast onderzoek in biologie/medisch vraagstukken","actuele casussen , studenten maken kennis met fundamenteel en toegepast onderzoek in biologie/medisch vraagstukken","actuele casussen , studenten maken kennis met fundamenteel en toegepast onderzoek in biologie/medisch vraagstukken",15,Breda,101,NLQF5,"De student kan, al dan niet binnen een multidisciplinair team, een katalytisch proces identificeren, de (kwaliteits)parameters daarvan bepalen, een verbetervoorstel doen en op basis van experimentele data analyseren en verantwoorden wat het effect van de gevarieerde parameters zijn.
De student kan zijn functioneren binnen een professioneel team verantwoorden aan de hand van zijn prestaties binnen het team, input van de teamgenoten en de opdrachtgever om daarmee vervolgstappen te formuleren waarmee hij zich verder persoonlijk en professioneel kan ontwikkelen.","['actuele', 'casussen', 'studenten', 'maken', 'kennis', 'fundamenteel', 'toegepast', 'onderzoek', 'biologie', 'medisch', 'vraagstukken', 'actuele', 'casussen', 'studenten', 'maken', 'kennis', 'fundamenteel', 'toegepast', 'onderzoek', 'biologie', 'medisch', 'vraagstukken']",0.75,320,3,70,2025-09-04,"introductie in fundamenteel en toegepast onderzoek. actuele casussen , studenten maken kennis met fundamenteel en toegepast onderzoek in biologie/medisch vraagstukken actuele casussen , studenten maken kennis met fundamenteel en toegepast onderzoek in biologie/medisch vraagstukken actuele casussen , studenten maken kennis met fundamenteel en toegepast onderzoek in biologie/medisch vraagstukken actuele casussen , studenten maken kennis met fundamenteel en toegepast onderzoek in biologie/medisch vraagstukken ['actuele', 'casussen', 'studenten', 'maken', 'kennis', 'fundamenteel', 'toegepast', 'onderzoek', 'biologie', 'medisch', 'vraagstukken', 'actuele', 'casussen', 'studenten', 'maken', 'kennis', 'fundamenteel', 'toegepast', 'onderzoek', 'biologie', 'medisch', 'vraagstukken']",0.0,0.7031250000000002,0.6326530612244898,0.5,0.8333333333333335,1
178,364,Minor Biobased Technology & Business Development,"sustainability, technology development, marketing, finances, prototype/ proof of concept","Students learn how to further develop a circular and/or biobased product by looking at technology, sustainability, marketing and finance","Students learn how to further develop a circular and/or biobased product by looking at technology, sustainability, marketing and finance",30,Breda,101,NLQF6,The student draws up an online marketing campaign for a self-developed technically fully circular product based on a sustainable business model.,"['sustainability', 'technology', 'development', 'marketing', 'finances', 'prototype', 'proof', 'of', 'concept']",0.55,433,5,53,2025-11-18,"minor biobased technology & business development sustainability, technology development, marketing, finances, prototype/ proof of concept students learn how to further develop a circular and/or biobased product by looking at technology, sustainability, marketing and finance students learn how to further develop a circular and/or biobased product by looking at technology, sustainability, marketing and finance ['sustainability', 'technology', 'development', 'marketing', 'finances', 'prototype', 'proof', 'of', 'concept']",1.0,0.39062500000000017,0.863265306122449,1.0,0.55,7
179,365,Minor Procesautomatisering (Benno de Vries),"Ontwerpen, modelleren, instellen, ",Studenten leren vaardigheden dusdanig dat de studenten industriele automatisering vraagstukken kunnen oplossen of de juiste informatie kunnen inleveren  om deze vraagstukken op te lossen.,Studenten leren vaardigheden dusdanig dat de studenten industriele automatisering vraagstukken kunnen oplossen of de juiste informatie kunnen inleveren  om deze vraagstukken op te lossen.,30,Breda,101,NLQF6,"The student learns how to create a business plan for a client / com[any that wants to (further) develop a biobased and/or circular product. This involves critical thinking, (intercultural) communication and consultancy  ","['ontwerpen', 'modelleren', 'instellen']",0.91,317,4,71,2025-09-06,"minor procesautomatisering (benno de vries) ontwerpen, modelleren, instellen,  studenten leren vaardigheden dusdanig dat de studenten industriele automatisering vraagstukken kunnen oplossen of de juiste informatie kunnen inleveren  om deze vraagstukken op te lossen. studenten leren vaardigheden dusdanig dat de studenten industriele automatisering vraagstukken kunnen oplossen of de juiste informatie kunnen inleveren  om deze vraagstukken op te lossen. ['ontwerpen', 'modelleren', 'instellen']",1.0,0.9531250000000002,0.626530612244898,0.75,0.8500000000000001,7
180,366,Didactiek voor N&G en N&T,"didactiek, docentschap, natuur, techniek, gezondheid","Studenten maken kennis met het vak van docent, hierbij richten wij ons op het natuur, techniek en gezondheid. ","Studenten maken kennis met het vak van docent, hierbij richten wij ons op het natuur, techniek en gezondheid. ",15,Breda,101,NLQF6,"nog te bepalen, bv; student bereid een les of prakticum voor en geeft dit samen met de iegen docent op de middelbare school aan een klas, en reflecteert daarna op zijn rol als docent.","['didactiek', 'docentschap', 'natuur', 'techniek', 'gezondheid']",0.39,153,3,76,2025-12-27,"didactiek voor n&g en n&t didactiek, docentschap, natuur, techniek, gezondheid studenten maken kennis met het vak van docent, hierbij richten wij ons op het natuur, techniek en gezondheid.  studenten maken kennis met het vak van docent, hierbij richten wij ons op het natuur, techniek en gezondheid.  ['didactiek', 'docentschap', 'natuur', 'techniek', 'gezondheid']",0.0,0.14062500000000006,0.29183673469387755,0.5,0.9333333333333333,1
181,367,Proefdierkunde,Om in het lab met proefdieren te mogen werken moet je als biomedisch onderzoeker voldoen aan de beroepsvereisten voor biotechnicus zoals bedoeld in artikel 6 lid 1b van de Dierproevenregeling 2014 (voorheen artikel 12 bevoegdheid volgens de Wet op Dierproeven). Om in het lab met proefdieren te mogen werken moet je als biomedisch onderzoeker voldoen aan de beroepsvereisten voor biotechnicus zoals bedoeld in artikel 6 lid 1b van de Dierproevenregeling 2014 (voorheen artikel 12 bevoegdheid volgens de Wet op Dierproeven).,Om in het lab met proefdieren te mogen werken moet je als biomedisch onderzoeker voldoen aan de beroepsvereisten voor biotechnicus zoals bedoeld in artikel 6 lid 1b van de Dierproevenregeling 2014 (voorheen artikel 12 bevoegdheid volgens de Wet op Dierproeven).,Om in het lab met proefdieren te mogen werken moet je als biomedisch onderzoeker voldoen aan de beroepsvereisten voor biotechnicus zoals bedoeld in artikel 6 lid 1b van de Dierproevenregeling 2014 (voorheen artikel 12 bevoegdheid volgens de Wet op Dierproeven).,15,Breda,101,NLQF5,"De student levert, op basis van zelf opgestelde Life Cycle Assessments, een adviesrapport op, op basis waarvan een opdrachtgever in staat zou kunnen zijn om een weloverwogen besluit te kunnen maken. ","['lab', 'proefdieren', 'mogen', 'werken', 'biomedisch', 'onderzoeker', 'voldoen', 'beroepsvereisten', 'biotechnicus', 'zoals', 'bedoeld', 'artikel', 'lid', 'dierproevenregeling', '2014', 'voorheen', 'artikel', 'bevoegdheid', 'volgens', 'wet', 'dierproeven', 'lab', 'proefdieren', 'mogen', 'werken', 'biomedisch', 'onderzoeker', 'voldoen', 'beroepsvereisten', 'biotechnicus', 'zoals', 'bedoeld', 'artikel', 'lid', 'dierproevenregeling', '2014', 'voorheen', 'artikel', 'bevoegdheid', 'volgens', 'wet', 'dierproeven']",0.52,278,2,57,2025-12-22,"proefdierkunde om in het lab met proefdieren te mogen werken moet je als biomedisch onderzoeker voldoen aan de beroepsvereisten voor biotechnicus zoals bedoeld in artikel 6 lid 1b van de dierproevenregeling 2014 (voorheen artikel 12 bevoegdheid volgens de wet op dierproeven). om in het lab met proefdieren te mogen werken moet je als biomedisch onderzoeker voldoen aan de beroepsvereisten voor biotechnicus zoals bedoeld in artikel 6 lid 1b van de dierproevenregeling 2014 (voorheen artikel 12 bevoegdheid volgens de wet op dierproeven). om in het lab met proefdieren te mogen werken moet je als biomedisch onderzoeker voldoen aan de beroepsvereisten voor biotechnicus zoals bedoeld in artikel 6 lid 1b van de dierproevenregeling 2014 (voorheen artikel 12 bevoegdheid volgens de wet op dierproeven). om in het lab met proefdieren te mogen werken moet je als biomedisch onderzoeker voldoen aan de beroepsvereisten voor biotechnicus zoals bedoeld in artikel 6 lid 1b van de dierproevenregeling 2014 (voorheen artikel 12 bevoegdheid volgens de wet op dierproeven). ['lab', 'proefdieren', 'mogen', 'werken', 'biomedisch', 'onderzoeker', 'voldoen', 'beroepsvereisten', 'biotechnicus', 'zoals', 'bedoeld', 'artikel', 'lid', 'dierproevenregeling', '2014', 'voorheen', 'artikel', 'bevoegdheid', 'volgens', 'wet', 'dierproeven', 'lab', 'proefdieren', 'mogen', 'werken', 'biomedisch', 'onderzoeker', 'voldoen', 'beroepsvereisten', 'biotechnicus', 'zoals', 'bedoeld', 'artikel', 'lid', 'dierproevenregeling', '2014', 'voorheen', 'artikel', 'bevoegdheid', 'volgens', 'wet', 'dierproeven']",0.0,0.34375000000000006,0.5469387755102041,0.25,0.6166666666666667,5
182,368,Module Forensisch Onderzoek,"plaats delict, scenario denken, forensisch onderzoek, bewijskracht",Naar aanleiding van een mock up plaats delict doen studenten forensisch onderzoek,Naar aanleiding van een mock up plaats delict doen studenten forensisch onderzoek,15,Breda,101,NLQF5,nog te bepalen,"['plaats', 'delict', 'scenario', 'denken', 'forensisch', 'onderzoek', 'bewijskracht']",0.37,379,2,52,2025-12-03,"module forensisch onderzoek plaats delict, scenario denken, forensisch onderzoek, bewijskracht naar aanleiding van een mock up plaats delict doen studenten forensisch onderzoek naar aanleiding van een mock up plaats delict doen studenten forensisch onderzoek ['plaats', 'delict', 'scenario', 'denken', 'forensisch', 'onderzoek', 'bewijskracht']",0.0,0.10937500000000006,0.753061224489796,0.25,0.5333333333333334,5
183,369,"Multdisciplinair samenwerken in een beroepscontext in het creatief domein (meerdere varianten - 8 modules in verschillende combinaties van studies binnen ACI, volgens eenzelfde raamwerk) ","Activisme, collectivisme, sociaal politiek engagement, innovatie, creativiteit","In module 2.3 kunnen alle ACI studenten  
- Kennismaken met andere disciplines binnen ACI. 
- Multi- of interdisciplinair samenwerken met andere disciplines binnen ACI. 
- Een creatieve en innovatieve bijdrage leveren aan een maatschappelijk vraagstuk. 
- Ervaring opdoen in een zelf te kiezen beroeps-/werkcontext. 

Ofwel, elke ACI student kan voor module 2.3 een beroeps-/werkcontext kiezen van waaruit samen met studenten van andere ACI-disciplines wordt gewerkt aan het creëren van een bijdrage aan een maatschappelijk vraagstuk.  ","In module 2.3 kunnen alle ACI studenten  
- Kennismaken met andere disciplines binnen ACI. 
- Multi- of interdisciplinair samenwerken met andere disciplines binnen ACI. 
- Een creatieve en innovatieve bijdrage leveren aan een maatschappelijk vraagstuk. 
- Ervaring opdoen in een zelf te kiezen beroeps-/werkcontext. 

Ofwel, elke ACI student kan voor module 2.3 een beroeps-/werkcontext kiezen van waaruit samen met studenten van andere ACI-disciplines wordt gewerkt aan het creëren van een bijdrage aan een maatschappelijk vraagstuk.  ",15,Breda en Den Bosch,115,NLQF5,"1. Bijdragen aan de wereld van morgen
Je voelt de noodzaak en urgentie om in samenwerking met andere disciplines een creatieve bijdrage te leveren aan een maatschappelijk vraagstuk. 
Vanuit je eigen discipline en vanuit een specifieke beroepscontext draag je in samenwerking met andere disciplines bij (met perspectieven, methoden, activiteiten producten, diensten, etc) aan het creëren van een nieuw antwoord op een maatschappelijk vraagstuk.
Je onderzoekt perspectieven en ambities van belanghebbenden in dit maatschappelijk vraagstuk zoals burgers, ondernemers, ngo’s en overheden om deze in beweging te brengen.
Je maakt hierbij gebruik van je krachten als maker en de verschillende rollen die je daarbij in de verschillende fasen kunt vervullen. 
2.	Rol innemen in interdisciplinaire samenwerking 

Je gaat op zoek om je eigen rol en die van anderen in een interdisciplinair samenwerkingsverband te ontdekken, zodat je tot een complete en plezierige samenwerking komt. 
Je reflecteert op de waarde van je eigen rol en die van anderen, je signaleert hiaten in groepssamenstelling en -dynamiek en voert regie hierop door interventies voor te stellen.
Je benoemt sterkten en zwakten van het samenwerkingsproces en op basis van deze ervaringen kun je onderbouwde keuzes maken voor je eigen rol in toekomstige samenwerkingsverbanden. 
Hierbij maak je gebruik van een model dat cruciale competenties voor interdisciplinair samenwerken benoemt. Denk hierbij bijvoorbeeld aan kritisch denken, reflecteren, feedback geven en ontvangen, doorzettingsvermogen, perspectief wisselen, open mind, …… 
3.	Onderzoekend vermogen ontwikkelen 

Vanuit een gerichte interesse en een actief nieuwsgierige houding verdiep je je in een maatschappelijke vraagstuk met als doel om iets in beweging te zetten.  
Je onderzoekt op systematische en navolgbare wijze en met een passende mate van grondigheid maatschappelijke vraagstukken, voor het ontwikkelen / leveren van effectieve antwoorden. 
Je maakt daarbij gebruik van praktijkgegevens, verschillende perspectieven van belanghebbenden en bestaande kennis van praktijkgericht onderzoek zoals Centre of Expertise. 
Denk daarbij aan de kennis die al aanwezig is en welke ontbreekt, en hoe je deze laatste kunt achterhalen. 
","['activisme', 'collectivisme', 'sociaal', 'politiek', 'engagement', 'innovatie', 'creativiteit']",0.9,133,3,43,2025-12-29,"multdisciplinair samenwerken in een beroepscontext in het creatief domein (meerdere varianten - 8 modules in verschillende combinaties van studies binnen aci, volgens eenzelfde raamwerk)  activisme, collectivisme, sociaal politiek engagement, innovatie, creativiteit in module 2.3 kunnen alle aci studenten  
- kennismaken met andere disciplines binnen aci. 
- multi- of interdisciplinair samenwerken met andere disciplines binnen aci. 
- een creatieve en innovatieve bijdrage leveren aan een maatschappelijk vraagstuk. 
- ervaring opdoen in een zelf te kiezen beroeps-/werkcontext. 

ofwel, elke aci student kan voor module 2.3 een beroeps-/werkcontext kiezen van waaruit samen met studenten van andere aci-disciplines wordt gewerkt aan het creëren van een bijdrage aan een maatschappelijk vraagstuk.   in module 2.3 kunnen alle aci studenten  
- kennismaken met andere disciplines binnen aci. 
- multi- of interdisciplinair samenwerken met andere disciplines binnen aci. 
- een creatieve en innovatieve bijdrage leveren aan een maatschappelijk vraagstuk. 
- ervaring opdoen in een zelf te kiezen beroeps-/werkcontext. 

ofwel, elke aci student kan voor module 2.3 een beroeps-/werkcontext kiezen van waaruit samen met studenten van andere aci-disciplines wordt gewerkt aan het creëren van een bijdrage aan een maatschappelijk vraagstuk.   ['activisme', 'collectivisme', 'sociaal', 'politiek', 'engagement', 'innovatie', 'creativiteit']",0.0,0.9375000000000002,0.2510204081632653,0.5,0.38333333333333336,0
184,370,Sonic Narratives,"Sound design, opname, productie, postproductie, storytelling","""Sonic Narratives"" is gericht op skills om verhalen te vertellen door middel van geluid. Deze module biedt de mogelijkheid om de kracht en impact van geluid als medium te verkennen en te begrijpen. We leren je in deze module van opname tot postproductie het geluid vorm te geven door middel van verschillende technieken. Geluid kan emoties oproepen, de aandacht vasthouden en complexe concepten op een toegankelijke manier uitleggen. Door de focus die we op het medium van geluid hebben ben je in staat beeld (2D/3D) nog intenser te laten beleven. Je leert de eerste stappen te nemen om de toegevoegde waarde van geluid in te kunnen zetten. Na het volgen van deze module ben je in staat betere keuzes te maken in hoe je geluid inzet in je projecten (immersieve - installatie/ animatie / film en tentoonstelling). ","""Sonic Narratives"" is gericht op skills om verhalen te vertellen door middel van geluid. Deze module biedt de mogelijkheid om de kracht en impact van geluid als medium te verkennen en te begrijpen. We leren je in deze module van opname tot postproductie het geluid vorm te geven door middel van verschillende technieken. Geluid kan emoties oproepen, de aandacht vasthouden en complexe concepten op een toegankelijke manier uitleggen. Door de focus die we op het medium van geluid hebben ben je in staat beeld (2D/3D) nog intenser te laten beleven. Je leert de eerste stappen te nemen om de toegevoegde waarde van geluid in te kunnen zetten. Na het volgen van deze module ben je in staat betere keuzes te maken in hoe je geluid inzet in je projecten (immersieve - installatie/ animatie / film en tentoonstelling). ",15,Breda,116,NLQF5,Verdieping in skills in sounddesign,"['sound', 'design', 'opname', 'productie', 'postproductie', 'storytelling']",0.87,115,3,34,2025-12-11,"sonic narratives sound design, opname, productie, postproductie, storytelling ""sonic narratives"" is gericht op skills om verhalen te vertellen door middel van geluid. deze module biedt de mogelijkheid om de kracht en impact van geluid als medium te verkennen en te begrijpen. we leren je in deze module van opname tot postproductie het geluid vorm te geven door middel van verschillende technieken. geluid kan emoties oproepen, de aandacht vasthouden en complexe concepten op een toegankelijke manier uitleggen. door de focus die we op het medium van geluid hebben ben je in staat beeld (2d/3d) nog intenser te laten beleven. je leert de eerste stappen te nemen om de toegevoegde waarde van geluid in te kunnen zetten. na het volgen van deze module ben je in staat betere keuzes te maken in hoe je geluid inzet in je projecten (immersieve - installatie/ animatie / film en tentoonstelling).  ""sonic narratives"" is gericht op skills om verhalen te vertellen door middel van geluid. deze module biedt de mogelijkheid om de kracht en impact van geluid als medium te verkennen en te begrijpen. we leren je in deze module van opname tot postproductie het geluid vorm te geven door middel van verschillende technieken. geluid kan emoties oproepen, de aandacht vasthouden en complexe concepten op een toegankelijke manier uitleggen. door de focus die we op het medium van geluid hebben ben je in staat beeld (2d/3d) nog intenser te laten beleven. je leert de eerste stappen te nemen om de toegevoegde waarde van geluid in te kunnen zetten. na het volgen van deze module ben je in staat betere keuzes te maken in hoe je geluid inzet in je projecten (immersieve - installatie/ animatie / film en tentoonstelling).  ['sound', 'design', 'opname', 'productie', 'postproductie', 'storytelling']",0.0,0.8906250000000002,0.2142857142857143,0.5,0.23333333333333334,0
